 1.00E-74 1.00E-74 1.00E-74 8.17E-40 1.39E-29 3.92E-23 4.40E-19 1.49E-16
 5.53E-15 5.05E-14 1.92E-13 4.23E-13 6.66E-13 8.56E-13 9.75E-13 1.02E-12
 1.02E-12 9.75E-13 9.13E-13 8.43E-13
 1.00E-74 1.00E-74 1.00E-74 8.20E-40 1.39E-29 3.92E-23 4.39E-19 1.49E-16
 5.51E-15 5.03E-14 1.91E-13 4.22E-13 6.64E-13 8.53E-13 9.72E-13 1.02E-12
 1.01E-12 9.73E-13 9.11E-13 8.42E-13
 1.00E-74 1.00E-74 1.00E-74 8.18E-40 1.39E-29 3.91E-23 4.37E-19 1.48E-16
 5.49E-15 5.00E-14 1.90E-13 4.19E-13 6.60E-13 8.49E-13 9.67E-13 1.02E-12
 1.01E-12 9.69E-13 9.08E-13 8.39E-13
 1.00E-74 1.00E-74 1.00E-74 8.13E-40 1.40E-29 3.89E-23 4.35E-19 1.47E-16
 5.43E-15 4.95E-14 1.88E-13 4.14E-13 6.53E-13 8.40E-13 9.57E-13 1.01E-12
 1.00E-12 9.62E-13 9.02E-13 8.34E-13
  404.807    6  20 /pl=01:ss= 9:pb= 1:sz= 9/type=EXCIT/ispb = t/isel =    3
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 1.00E-74 1.00E-74 1.00E-74 7.36E-41 2.21E-30 9.05E-24 1.27E-19 4.96E-17
 2.00E-15 1.92E-14 7.55E-14 1.69E-13 2.68E-13 3.45E-13 3.92E-13 4.10E-13
 4.04E-13 3.85E-13 3.58E-13 3.28E-13
 1.00E-74 1.00E-74 1.00E-74 7.36E-41 2.21E-30 9.05E-24 1.27E-19 4.95E-17
 2.00E-15 1.92E-14 7.54E-14 1.68E-13 2.67E-13 3.45E-13 3.92E-13 4.09E-13
 4.04E-13 3.85E-13 3.58E-13 3.28E-13
 1.00E-74 1.00E-74 1.00E-74 7.36E-41 2.21E-30 9.03E-24 1.26E-19 4.94E-17
 1.99E-15 1.92E-14 7.52E-14 1.68E-13 2.67E-13 3.44E-13 3.91E-13 4.08E-13
 4.03E-13 3.84E-13 3.57E-13 3.28E-13
 1.00E-74 1.00E-74 1.00E-74 7.56E-41 2.18E-30 9.03E-24 1.26E-19 4.91E-17
 1.98E-15 1.91E-14 7.47E-14 1.67E-13 2.65E-13 3.42E-13 3.89E-13 4.07E-13
 4.02E-13 3.83E-13 3.56E-13 3.27E-13
 1.00E-74 1.00E-74 1.00E-74 7.44E-41 2.19E-30 8.98E-24 1.25E-19 4.88E-17
 1.96E-15 1.89E-14 7.41E-14 1.66E-13 2.63E-13 3.40E-13 3.86E-13 4.04E-13
 3.99E-13 3.81E-13 3.54E-13 3.25E-13
 1.00E-74 1.00E-74 1.00E-74 7.07E-41 2.23E-30 8.86E-24 1.24E-19 4.80E-17
 1.93E-15 1.86E-14 7.28E-14 1.63E-13 2.59E-13 3.34E-13 3.81E-13 3.99E-13
 3.95E-13 3.77E-13 3.51E-13 3.22E-13
  128.059    6  20 /pl=01:ss= 9:pp= 1:sz= 9/type=RECOM/ispp = t/isel =    4
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 6.28E-13 4.45E-13 3.15E-13 2.20E-13 1.52E-13 1.03E-13 6.84E-14 4.44E-14
 2.81E-14 1.75E-14 1.06E-14 6.37E-15 3.63E-15 2.13E-15 1.22E-15 6.81E-16
 3.78E-16 2.10E-16 1.16E-16 6.36E-17
 6.66E-13 4.62E-13 3.22E-13 2.24E-13 1.54E-13 1.04E-13 6.86E-14 4.45E-14
 2.82E-14 1.75E-14 1.06E-14 6.37E-15 3.63E-15 2.13E-15 1.22E-15 6.80E-16
 3.78E-16 2.09E-16 1.16E-16 6.36E-17
 7.50E-13 4.98E-13 3.38E-13 2.30E-13 1.57E-13 1.05E-13 6.92E-14 4.47E-14
 2.83E-14 1.75E-14 1.06E-14 6.38E-15 3.63E-15 2.14E-15 1.22E-15 6.80E-16
 3.78E-16 2.09E-16 1.16E-16 6.36E-17
 9.08E-13 5.63E-13 3.66E-13 2.43E-13 1.62E-13 1.07E-13 7.02E-14 4.51E-14
 2.84E-14 1.76E-14 1.07E-14 6.39E-15 3.64E-15 2.14E-15 1.22E-15 6.80E-16
 3.78E-16 2.09E-16 1.16E-16 6.35E-17
 1.28E-12 7.02E-13 4.22E-13 2.66E-13 1.72E-13 1.11E-13 7.20E-14 4.59E-14
 2.87E-14 1.77E-14 1.07E-14 6.40E-15 3.64E-15 2.14E-15 1.22E-15 6.79E-16
 3.77E-16 2.09E-16 1.16E-16 6.35E-17
 2.38E-12 1.06E-12 5.57E-13 3.20E-13 1.94E-13 1.21E-13 7.59E-14 4.75E-14
 2.94E-14 1.79E-14 1.08E-14 6.43E-15 3.65E-15 2.14E-15 1.22E-15 6.78E-16
 3.76E-16 2.08E-16 1.15E-16 6.33E-17
  187.315    6  20 /pl=01:ss= 9:pp= 1:sz= 9/type=RECOM/ispp = t/isel =    5
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 1.34E-12 9.55E-13 6.82E-13 4.84E-13 3.40E-13 2.34E-13 1.59E-13 1.05E-13
 6.83E-14 4.32E-14 2.67E-14 1.63E-14 9.71E-15 5.64E-15 3.25E-15 1.87E-15
 1.08E-15 6.19E-16 3.56E-16 2.04E-16
 1.42E-12 9.89E-13 6.97E-13 4.91E-13 3.42E-13 2.36E-13 1.59E-13 1.06E-13
 6.83E-14 4.32E-14 2.67E-14 1.63E-14 9.71E-15 5.64E-15 3.25E-15 1.87E-15
 1.08E-15 6.19E-16 3.56E-16 2.04E-16
 1.59E-12 1.06E-12 7.30E-13 5.05E-13 3.49E-13 2.38E-13 1.60E-13 1.06E-13
 6.85E-14 4.33E-14 2.67E-14 1.63E-14 9.72E-15 5.64E-15 3.25E-15 1.87E-15
 1.08E-15 6.19E-16 3.56E-16 2.04E-16
 1.92E-12 1.20E-12 7.88E-13 5.30E-13 3.60E-13 2.43E-13 1.62E-13 1.07E-13
 6.89E-14 4.34E-14 2.68E-14 1.63E-14 9.72E-15 5.64E-15 3.25E-15 1.87E-15
 1.08E-15 6.19E-16 3.56E-16 2.04E-16
 2.68E-12 1.49E-12 9.04E-13 5.79E-13 3.80E-13 2.52E-13 1.66E-13 1.08E-13
 6.95E-14 4.37E-14 2.69E-14 1.64E-14 9.73E-15 5.64E-15 3.25E-15 1.87E-15
 1.08E-15 6.18E-16 3.55E-16 2.03E-16
 4.91E-12 2.22E-12 1.18E-12 6.87E-13 4.25E-13 2.71E-13 1.74E-13 1.12E-13
 7.08E-14 4.42E-14 2.71E-14 1.64E-14 9.75E-15 5.64E-15 3.25E-15 1.87E-15
 1.07E-15 6.17E-16 3.55E-16 2.03E-16
  404.807    6  20 /pl=01:ss= 9:pp= 1:sz= 9/type=RECOM/ispp = t/isel =    6
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 7.71E-13 5.47E-13 3.87E-13 2.71E-13 1.87E-13 1.26E-13 8.39E-14 5.45E-14
 3.45E-14 2.14E-14 1.30E-14 7.82E-15 4.46E-15 2.62E-15 1.50E-15 8.35E-16
 4.64E-16 2.57E-16 1.42E-16 7.81E-17
 8.18E-13 5.67E-13 3.96E-13 2.75E-13 1.88E-13 1.27E-13 8.42E-14 5.46E-14
 3.46E-14 2.14E-14 1.30E-14 7.82E-15 4.46E-15 2.62E-15 1.50E-15 8.35E-16
 4.64E-16 2.57E-16 1.42E-16 7.81E-17
 9.20E-13 6.11E-13 4.15E-13 2.83E-13 1.92E-13 1.29E-13 8.49E-14 5.49E-14
 3.47E-14 2.15E-14 1.31E-14 7.83E-15 4.46E-15 2.62E-15 1.50E-15 8.35E-16
 4.64E-16 2.57E-16 1.42E-16 7.81E-17
 1.11E-12 6.91E-13 4.49E-13 2.98E-13 1.99E-13 1.32E-13 8.61E-14 5.54E-14
 3.49E-14 2.16E-14 1.31E-14 7.84E-15 4.46E-15 2.62E-15 1.50E-15 8.34E-16
 4.63E-16 2.57E-16 1.42E-16 7.80E-17
 1.57E-12 8.62E-13 5.18E-13 3.27E-13 2.11E-13 1.37E-13 8.83E-14 5.63E-14
 3.53E-14 2.17E-14 1.31E-14 7.85E-15 4.47E-15 2.62E-15 1.50E-15 8.34E-16
 4.63E-16 2.56E-16 1.42E-16 7.79E-17
 2.92E-12 1.31E-12 6.83E-13 3.92E-13 2.38E-13 1.48E-13 9.31E-14 5.83E-14
 3.61E-14 2.20E-14 1.33E-14 7.89E-15 4.48E-15 2.62E-15 1.49E-15 8.32E-16
 4.62E-16 2.56E-16 1.42E-16 7.77E-17
C-------------------------------------------------------------------------------
C
C  root partition information
C  ==========================
C
C  nuclear charge : 10
C  ion charge+1   : 10
C
C  population calculation information
C  ----------------------------------
C
C  population processing code: ADAS208
C
C  adf04 source file    : /home/adas/adas/adf04/adas#10/cop98#10_n#ne9.dat
C  adf18/a17_p208 file  : /home/adas/adas/adf18/a17_p208/exp96#h/exp96#h_ne9n.dat
C
C  meta. ion. coeff. selector  : (1,1)=T
C
C  options  : lnorm =T  lpsel =F  lzsel =F  liosel=T
C           : lhsel =F  lrsel =T  lisel =F  lnsel =T
C
C  energy levels
C  -------------
C
C   lv      configuration    (2S+1)L(w-1/2)      energy (cm^-1)
C  ---   ------------------- --------------      --------------
C    1   n=1                    (2)0(  0.5)             0.0
C    2   n=2                    (2)0(  3.5)       8240810.6
C    3   n=3                    (2)0(  8.5)       9766946.1
C    4   n=4                    (2)0( 15.5)      10300806.4
C    5   n=5                    (2)0( 24.5)      10547837.9
C
C
C
C-------------------------------------------------------------------------------
C
C  element symbol   : Ne
C  charge state :  9
C
C  tabulation       : photon emissivity coefft (te,ne)
C  units            : ph. emis coef(cm^3 s^-1); te (ev); ne (cm^-3)
C
C  photon emissivity atomic transitions
C  ------------------------------------
C  
C   isel  wvlen(A)            transition                type  ispb nspb
C                                                             ispp nspp sz    tg pr wr
C  ----- ---------- ----------------------------------- ----- ---- ---- --    -- -- --
C      1   128.059    5(2)0( 24.5)-  3(2)0(  8.5)       EXCIT   1    1   9     9  3  1
C      2   187.315    4(2)0( 15.5)-  3(2)0(  8.5)       EXCIT   1    1   9     8  1  2
C      3   404.807    5(2)0( 24.5)-  4(2)0( 15.5)       EXCIT   1    1   9    10  2  3
C      4   128.059    5(2)0( 24.5)-  3(2)0(  8.5)       RECOM   1    1   9     9  3  1
C      5   187.315    4(2)0( 15.5)-  3(2)0(  8.5)       RECOM   1    1   9     8  1  2
C      6   404.807    5(2)0( 24.5)-  4(2)0( 15.5)       RECOM   1    1   9    10  2  3
C-------------------------------------------------------------------------------
C
C  CODE     : adas208
C  PRODUCER : Carraro Lorella
C  DATE     : 25/03/21
C
C-------------------------------------------------------------------------------
